shipment_id,ship_date,region,transport_mode,distance_km,shipment_volume_kg,delivery_time_hours,sla_hours,on_time,transport_cost_usd,customer_satisfaction,month,cost_per_kg
SHP00802,2025-03-28,East,Road,792.6,463.9,18.48,24,True,756.47,3.8,2025-03,1.631
SHP00803,2025-11-03,Central,Sea,473.7,111.2,21.28,50,True,136.73,5.0,2025-11,1.23
SHP00804,2025-07-05,South,Sea,611.0,1121.0,42.0,50,True,210.64,3.15,2025-07,0.188
SHP00805,2025-05-31,Central,Rail,502.3,180.8,16.81,30,True,274.47,4.43,2025-05,1.518
SHP00806,2025-02-03,West,Rail,851.3,649.0,27.5,30,True,479.43,2.42,2025-02,0.739
SHP00807,2025-10-24,East,Rail,866.1,217.5,31.19,30,False,514.16,3.87,2025-10,2.364
SHP00808,2025-11-21,East,Road,166.0,5124.6,12.15,24,True,291.9,4.98,2025-11,0.057
SHP00809,2025-01-19,Central,Sea,200.4,366.7,60.6,50,False,53.98,3.9,2025-01,0.147
SHP00810,2025-02-11,South,Sea,238.1,73.3,41.37,50,True,59.01,4.47,2025-02,0.805
SHP00811,2025-01-14,Central,Road,389.1,97.7,11.53,24,True,369.11,4.84,2025-01,3.778
SHP00812,2025-04-30,South,Road,361.7,808.9,24.89,24,False,340.09,3.5,2025-04,0.42
SHP00813,2025-04-17,North,Road,308.8,528.8,18.15,24,True,324.06,4.67,2025-04,0.613
SHP00814,2025-11-03,Central,Road,261.8,242.3,26.92,24,False,241.61,3.94,2025-11,0.997
SHP00815,2025-09-09,South,Road,377.7,1549.8,14.0,24,True,360.07,4.58,2025-09,0.232
SHP00816,2025-08-19,West,Road,231.8,555.7,13.11,24,True,218.6,4.38,2025-08,0.393
SHP00817,2025-03-22,North,Sea,287.5,2382.2,30.39,50,True,138.98,5.0,2025-03,0.058
SHP00818,2025-09-30,South,Road,304.3,1019.7,20.83,24,True,261.61,3.4,2025-09,0.257
SHP00819,2025-06-12,East,Rail,392.0,119.9,20.89,30,True,183.38,3.78,2025-06,1.529
SHP00820,2025-10-04,South,Road,300.6,177.3,15.43,24,True,257.33,4.57,2025-10,1.451
SHP00821,2025-12-22,West,Road,338.2,1197.9,18.32,24,True,304.38,4.11,2025-12,0.254
SHP00822,2025-06-27,West,Sea,357.4,342.7,14.46,50,True,98.09,5.0,2025-06,0.286
SHP00823,2025-02-04,South,Sea,681.6,364.2,41.09,50,True,174.93,5.0,2025-02,0.48
SHP00824,2025-09-13,East,Road,634.6,331.1,28.79,24,False,574.7,3.36,2025-09,1.736
SHP00825,2025-02-08,South,Road,203.4,277.7,26.15,24,False,209.16,2.72,2025-02,0.753
SHP00826,2025-10-31,Central,Road,450.6,126.4,27.68,24,False,416.6,4.25,2025-10,3.296
SHP00827,2025-09-01,Central,Rail,572.4,764.8,26.36,30,True,368.3,4.23,2025-09,0.482
SHP00828,2025-08-17,North,Road,280.0,475.7,14.04,24,True,293.38,4.71,2025-08,0.617
SHP00829,2025-10-03,South,Road,246.3,265.7,29.08,24,False,262.57,2.28,2025-10,0.988
SHP00830,2025-04-16,Central,Road,428.7,1473.5,15.05,24,True,456.8,4.31,2025-04,0.31
SHP00831,2025-09-04,South,Road,161.5,599.6,13.74,24,True,161.41,4.49,2025-09,0.269
SHP00832,2025-09-07,Central,Road,1229.8,1135.1,44.54,24,False,1078.93,2.72,2025-09,0.951
SHP00833,2025-12-14,West,Air,1506.3,238.0,9.31,14,True,6060.69,5.0,2025-12,25.465
SHP00834,2025-02-22,West,Sea,565.5,268.4,37.77,50,True,161.05,3.93,2025-02,0.6
SHP00835,2025-12-12,Central,Sea,615.6,889.9,37.33,50,True,177.99,3.31,2025-12,0.2
SHP00836,2025-03-19,Central,Road,270.2,365.4,24.58,24,False,247.15,4.35,2025-03,0.676
SHP00837,2025-10-13,Central,Road,323.0,613.1,12.46,24,True,339.34,4.13,2025-10,0.553
SHP00838,2025-06-13,West,Road,511.5,928.6,16.0,24,True,496.18,4.23,2025-06,0.534
SHP00839,2025-04-12,East,Sea,1011.2,4502.8,35.48,50,True,384.35,4.82,2025-04,0.085
SHP00840,2025-05-04,North,Air,2773.3,99.9,7.96,14,True,10496.85,3.82,2025-05,105.074
SHP00841,2025-08-01,North,Rail,741.2,582.6,24.12,30,True,433.64,4.11,2025-08,0.744
SHP00842,2025-08-13,West,Road,640.4,416.9,45.85,24,False,647.12,2.1,2025-08,1.552
SHP00843,2025-01-20,South,Rail,798.5,516.3,32.47,30,False,446.99,3.09,2025-01,0.866
SHP00844,2025-11-05,East,Road,282.2,658.8,37.52,24,False,270.7,2.96,2025-11,0.411
SHP00845,2025-06-11,South,Sea,827.3,320.6,33.01,50,True,254.3,4.93,2025-06,0.793
SHP00846,2025-04-30,South,Road,599.9,104.0,23.86,24,True,505.49,4.03,2025-04,4.86
SHP00847,2025-12-23,South,Road,326.0,506.0,11.52,24,True,250.21,4.43,2025-12,0.494
SHP00848,2025-11-03,East,Road,215.3,4203.8,14.75,24,True,326.75,4.83,2025-11,0.078
SHP00849,2025-12-29,South,Road,379.4,904.7,17.06,24,True,363.86,4.29,2025-12,0.402
SHP00850,2025-05-30,North,Road,744.5,1667.2,35.69,24,False,723.8,2.39,2025-05,0.434
SHP00851,2025-03-04,West,Road,680.3,2117.1,22.32,24,True,620.47,4.33,2025-03,0.293
SHP00852,2025-07-09,South,Road,561.3,288.1,22.25,24,True,521.77,3.9,2025-07,1.811
SHP00853,2025-07-20,East,Road,285.9,179.0,41.91,24,False,277.04,2.26,2025-07,1.548
SHP00854,2025-12-22,Central,Sea,994.2,329.4,78.22,50,False,292.37,2.2,2025-12,0.888
SHP00855,2025-03-20,Central,Road,401.0,349.3,19.73,24,True,385.12,3.23,2025-03,1.103
SHP00856,2025-08-24,South,Road,237.5,238.8,22.92,24,True,209.05,3.86,2025-08,0.875
SHP00857,2025-09-19,South,Sea,602.7,1423.7,44.32,50,True,198.28,4.92,2025-09,0.139
SHP00858,2025-07-12,West,Road,749.9,159.7,20.99,24,True,644.0,3.83,2025-07,4.033
SHP00859,2025-04-11,North,Rail,975.9,673.0,21.75,30,True,575.31,4.84,2025-04,0.855
SHP00860,2025-07-31,South,Road,485.8,401.9,22.04,24,True,415.38,3.9,2025-07,1.034
SHP00861,2025-09-01,Central,Road,462.8,4395.6,19.65,24,True,493.39,3.99,2025-09,0.112
SHP00862,2025-05-03,West,Air,2607.0,927.7,12.54,14,True,11136.95,4.23,2025-05,12.005
SHP00863,2025-01-17,East,Rail,557.9,84.4,26.15,30,True,329.44,3.86,2025-01,3.903
SHP00864,2025-12-15,East,Road,642.7,841.6,16.9,24,True,608.19,4.03,2025-12,0.723
SHP00865,2025-09-21,West,Rail,1370.7,337.4,29.84,30,True,712.12,4.12,2025-09,2.111
SHP00866,2025-08-05,North,Sea,389.2,464.9,64.15,50,False,109.71,3.1,2025-08,0.236
SHP00867,2025-12-11,Central,Road,285.6,514.3,8.08,24,True,281.24,4.45,2025-12,0.547
SHP00868,2025-02-09,North,Road,280.3,423.0,7.73,24,True,298.68,5.0,2025-02,0.706
SHP00869,2025-02-21,East,Road,400.1,554.8,23.43,24,True,373.86,3.41,2025-02,0.674
SHP00870,2025-02-11,North,Air,1426.7,38.8,15.71,14,False,5977.71,4.05,2025-02,154.065
SHP00871,2025-12-27,West,Road,1005.8,674.5,23.98,24,True,928.94,3.21,2025-12,1.377
SHP00872,2025-10-20,West,Rail,949.9,318.4,39.97,30,False,520.8,3.54,2025-10,1.636
SHP00873,2025-10-25,West,Road,194.5,68.1,11.11,24,True,157.25,4.02,2025-10,2.309
SHP00874,2025-05-02,Central,Sea,904.8,67.7,36.62,50,True,239.0,3.31,2025-05,3.53
SHP00875,2025-05-13,West,Road,215.4,320.2,13.68,24,True,225.97,3.92,2025-05,0.706
SHP00876,2025-01-04,South,Road,174.1,160.8,19.01,24,True,177.36,4.27,2025-01,1.103
SHP00877,2025-01-16,East,Road,262.8,434.0,17.57,24,True,231.99,4.22,2025-01,0.535
SHP00878,2025-03-21,Central,Rail,835.9,370.7,24.85,30,True,456.05,4.47,2025-03,1.23
SHP00879,2025-04-23,Central,Road,440.7,1480.1,15.54,24,True,380.27,4.37,2025-04,0.257
SHP00880,2025-03-19,East,Road,827.0,548.0,18.24,24,True,792.5,4.08,2025-03,1.446
SHP00881,2025-05-12,West,Sea,1168.2,876.6,47.99,50,True,347.99,3.71,2025-05,0.397
SHP00882,2025-07-08,East,Road,251.6,1508.5,20.2,24,True,252.35,4.25,2025-07,0.167
SHP00883,2025-06-29,Central,Road,234.9,384.8,11.25,24,True,258.82,5.0,2025-06,0.673
SHP00884,2025-04-25,South,Road,832.0,266.9,25.93,24,False,791.72,4.79,2025-04,2.966
SHP00885,2025-04-10,South,Air,1869.5,198.1,17.78,14,False,6748.67,3.04,2025-04,34.067
SHP00886,2025-06-26,North,Air,3149.1,421.7,10.33,14,True,12002.1,4.53,2025-06,28.461
SHP00887,2025-08-16,Central,Road,344.2,121.0,13.78,24,True,284.5,3.93,2025-08,2.351
SHP00888,2025-09-04,West,Sea,1400.0,146.2,60.78,50,False,340.74,2.61,2025-09,2.331
SHP00889,2025-11-28,North,Sea,221.2,1140.0,27.6,50,True,100.57,3.82,2025-11,0.088
SHP00890,2025-09-06,North,Road,226.0,570.5,22.81,24,True,226.6,3.62,2025-09,0.397
SHP00891,2025-06-08,Central,Rail,1022.3,1271.1,48.61,30,False,640.33,2.02,2025-06,0.504
SHP00892,2025-05-29,Central,Rail,709.6,337.8,16.34,30,True,325.37,4.63,2025-05,0.963
SHP00893,2025-02-26,Central,Road,522.5,391.1,22.14,24,True,490.35,3.98,2025-02,1.254
SHP00894,2025-06-21,East,Road,294.5,195.4,18.01,24,True,240.91,5.0,2025-06,1.233
SHP00895,2025-11-26,Central,Air,2748.5,113.7,9.93,14,True,12070.48,3.14,2025-11,106.161
SHP00896,2025-06-02,South,Road,169.2,187.9,9.73,24,True,152.64,4.65,2025-06,0.812
SHP00897,2025-11-29,South,Rail,502.4,1425.2,34.2,30,False,327.3,2.91,2025-11,0.23
SHP00898,2025-12-27,West,Air,776.1,454.0,13.45,14,True,3309.15,3.66,2025-12,7.289
SHP00899,2025-01-31,North,Road,868.1,350.9,23.69,24,True,765.78,3.47,2025-01,2.182
SHP00900,2025-10-27,West,Road,460.0,1244.0,24.03,24,False,434.87,4.51,2025-10,0.35
SHP00901,2025-03-17,East,Air,2177.3,1466.2,8.58,14,True,9567.03,4.98,2025-03,6.525
SHP00902,2025-11-08,West,Road,361.6,728.0,30.14,24,False,338.96,3.85,2025-11,0.466
SHP00903,2025-09-29,North,Road,288.0,487.8,15.2,24,True,286.01,3.56,2025-09,0.586
SHP00904,2025-12-18,South,Sea,1227.2,1249.6,76.97,50,False,330.77,1.63,2025-12,0.265
SHP00905,2025-08-22,East,Road,391.5,136.2,23.2,24,True,324.5,2.89,2025-08,2.383
SHP00906,2025-06-01,South,Road,719.4,157.8,24.28,24,False,712.49,3.06,2025-06,4.515
SHP00907,2025-07-22,West,Rail,1044.1,642.1,30.95,30,False,569.14,3.3,2025-07,0.886
SHP00908,2025-04-23,East,Rail,1065.7,395.2,21.59,30,True,637.92,5.0,2025-04,1.614
SHP00909,2025-06-22,East,Road,259.6,1442.8,13.96,24,True,236.71,3.82,2025-06,0.164
SHP00910,2025-05-08,South,Rail,1394.7,263.8,55.1,30,False,656.86,1.73,2025-05,2.49
SHP00911,2025-06-15,Central,Road,258.1,671.8,11.74,24,True,224.48,5.0,2025-06,0.334
SHP00912,2025-11-11,Central,Sea,819.2,849.1,34.19,50,True,210.45,5.0,2025-11,0.248
SHP00913,2025-09-04,Central,Rail,514.9,363.2,21.12,30,True,274.03,4.02,2025-09,0.754
SHP00914,2025-12-04,South,Rail,429.7,197.6,19.58,30,True,247.74,4.39,2025-12,1.254
SHP00915,2025-05-15,South,Sea,498.9,644.7,47.43,50,True,138.2,3.23,2025-05,0.214
SHP00916,2025-01-16,East,Road,544.4,598.1,16.25,24,True,467.79,4.53,2025-01,0.782
SHP00917,2025-02-28,West,Road,568.7,637.5,26.1,24,False,590.57,3.17,2025-02,0.926
SHP00918,2025-01-12,East,Road,512.2,312.9,20.8,24,True,428.02,3.92,2025-01,1.368
SHP00919,2025-04-01,North,Road,769.9,1634.1,25.1,24,False,768.71,3.44,2025-04,0.47
SHP00920,2025-12-01,North,Sea,767.6,1458.5,30.19,50,True,260.7,3.61,2025-12,0.179
SHP00921,2025-06-12,North,Road,479.5,366.3,12.82,24,True,420.95,3.77,2025-06,1.149
SHP00922,2025-09-11,North,Road,358.6,1704.4,15.87,24,True,373.15,4.3,2025-09,0.219
SHP00923,2025-05-28,North,Road,417.4,1292.0,23.0,24,True,450.0,4.28,2025-05,0.348
SHP00924,2025-11-20,Central,Road,368.8,336.5,27.81,24,False,364.18,3.11,2025-11,1.082
SHP00925,2025-09-19,West,Rail,753.7,161.4,16.23,30,True,364.66,4.31,2025-09,2.259
SHP00926,2025-08-05,North,Rail,1102.6,115.8,27.25,30,True,629.18,4.29,2025-08,5.433
SHP00927,2025-03-20,East,Road,459.9,861.1,38.96,24,False,422.96,2.47,2025-03,0.491
SHP00928,2025-10-11,West,Road,448.4,83.9,12.35,24,True,422.75,4.1,2025-10,5.039
SHP00929,2025-08-08,South,Sea,248.0,827.1,43.95,50,True,84.38,3.47,2025-08,0.102
SHP00930,2025-12-17,West,Air,2634.1,560.7,22.72,14,False,12447.68,2.74,2025-12,22.2
SHP00931,2025-08-21,South,Rail,942.5,947.1,27.38,30,True,560.49,3.53,2025-08,0.592
SHP00932,2025-02-01,South,Road,410.4,755.6,18.17,24,True,328.28,4.59,2025-02,0.434
SHP00933,2025-10-28,West,Road,192.1,91.0,15.48,24,True,173.57,4.67,2025-10,1.907
SHP00934,2025-08-12,East,Sea,401.2,1439.3,37.54,50,True,146.62,3.96,2025-08,0.102
SHP00935,2025-07-27,South,Road,550.7,2607.6,21.45,24,True,570.7,3.5,2025-07,0.219
SHP00936,2025-05-07,North,Road,437.7,1060.8,23.38,24,True,373.84,3.81,2025-05,0.352
SHP00937,2025-03-26,Central,Road,341.7,1103.0,20.4,24,True,314.86,3.96,2025-03,0.285
SHP00938,2025-03-31,West,Road,248.6,1403.1,17.21,24,True,297.24,2.18,2025-03,0.212
SHP00939,2025-04-26,Central,Air,3805.6,1178.6,17.13,14,False,14412.0,2.8,2025-04,12.228
SHP00940,2025-08-31,West,Road,500.0,195.1,15.51,24,True,466.25,4.75,2025-08,2.39
SHP00941,2025-07-10,North,Road,587.3,328.5,18.25,24,True,545.36,3.57,2025-07,1.66
SHP00942,2025-09-04,North,Air,3762.1,2255.5,12.84,14,True,13802.48,4.16,2025-09,6.119
SHP00943,2025-03-15,North,Rail,1086.9,794.9,26.86,30,True,618.29,3.75,2025-03,0.778
SHP00944,2025-11-12,South,Road,301.7,1098.3,20.43,24,True,323.31,3.75,2025-11,0.294
SHP00945,2025-09-14,West,Air,1407.8,1190.4,13.76,14,True,5520.28,3.52,2025-09,4.637
SHP00946,2025-12-16,Central,Road,194.6,305.1,14.32,24,True,181.83,4.53,2025-12,0.596
SHP00947,2025-10-09,South,Sea,448.1,383.3,38.14,50,True,138.04,4.32,2025-10,0.36
SHP00948,2025-04-07,Central,Road,1158.4,129.6,32.97,24,False,1059.27,3.56,2025-04,8.173
SHP00949,2025-07-23,North,Rail,766.7,272.7,17.9,30,True,458.82,5.0,2025-07,1.683
SHP00950,2025-06-30,East,Road,346.2,243.0,14.87,24,True,336.07,4.67,2025-06,1.383
SHP00951,2025-12-30,West,Road,458.0,1618.4,18.1,24,True,483.21,4.36,2025-12,0.299
SHP00952,2025-09-03,North,Road,546.7,593.2,31.86,24,False,513.58,3.24,2025-09,0.866
SHP00953,2025-10-25,West,Road,443.5,698.4,26.61,24,False,422.42,3.12,2025-10,0.605
SHP00954,2025-10-03,Central,Road,266.6,1118.5,17.23,24,True,234.78,4.73,2025-10,0.21
SHP00955,2025-10-02,North,Air,3217.4,140.6,15.92,14,False,14505.57,3.39,2025-10,103.169
SHP00956,2025-08-04,Central,Road,178.8,312.2,9.81,24,True,150.45,4.85,2025-08,0.482
SHP00957,2025-07-24,East,Road,615.3,1024.1,25.1,24,False,595.75,2.89,2025-07,0.582
SHP00958,2025-03-31,West,Road,475.7,199.3,25.61,24,False,464.34,3.18,2025-03,2.33
SHP00959,2025-06-02,Central,Road,252.6,631.3,22.61,24,True,254.19,3.92,2025-06,0.403
SHP00960,2025-10-15,East,Road,251.0,1339.2,8.28,24,True,278.49,4.66,2025-10,0.208
SHP00961,2025-11-08,East,Air,3715.4,1093.5,21.66,14,False,14857.82,2.74,2025-11,13.587
SHP00962,2025-07-28,West,Sea,603.2,1096.4,68.57,50,False,168.44,3.21,2025-07,0.154
SHP00963,2025-07-11,North,Road,269.8,378.7,18.88,24,True,276.98,3.96,2025-07,0.731
SHP00964,2025-10-02,East,Rail,249.9,1059.3,19.47,30,True,157.93,4.27,2025-10,0.149
SHP00965,2025-12-24,East,Road,799.0,126.7,28.89,24,False,695.39,3.18,2025-12,5.488
SHP00966,2025-01-07,Central,Road,355.1,96.7,11.79,24,True,325.66,3.59,2025-01,3.368
SHP00967,2025-12-27,West,Road,220.4,189.4,7.59,24,True,225.93,4.32,2025-12,1.193
SHP00968,2025-12-18,East,Air,1192.9,893.1,11.66,14,True,5083.2,3.79,2025-12,5.692
SHP00969,2025-02-22,North,Road,369.4,452.0,27.27,24,False,311.94,3.27,2025-02,0.69
SHP00970,2025-09-10,South,Road,445.4,447.2,15.9,24,True,442.21,3.35,2025-09,0.989
SHP00971,2025-01-13,East,Sea,1275.4,309.5,71.17,50,False,341.02,2.73,2025-01,1.102
SHP00972,2025-12-12,Central,Sea,631.8,430.8,55.9,50,False,183.88,3.88,2025-12,0.427
SHP00973,2025-09-13,East,Sea,678.2,794.4,45.93,50,True,174.05,4.05,2025-09,0.219
SHP00974,2025-03-07,Central,Road,349.3,1012.3,30.09,24,False,348.22,2.41,2025-03,0.344
SHP00975,2025-03-08,South,Road,1004.6,515.2,38.13,24,False,938.83,2.25,2025-03,1.822
SHP00976,2025-11-15,North,Rail,918.3,1524.5,27.42,30,True,583.21,3.39,2025-11,0.383
SHP00977,2025-01-26,West,Air,974.2,1393.8,8.89,14,True,3794.72,4.04,2025-01,2.723
SHP00978,2025-10-28,North,Road,280.0,172.7,24.78,24,False,258.61,3.09,2025-10,1.497
SHP00979,2025-09-30,Central,Road,343.0,486.3,13.93,24,True,361.41,4.35,2025-09,0.743
SHP00980,2025-01-25,West,Rail,530.1,86.5,20.63,30,True,304.55,4.62,2025-01,3.521
SHP00981,2025-10-25,North,Road,339.6,2039.9,11.39,24,True,400.62,4.63,2025-10,0.196
SHP00982,2025-01-06,West,Road,392.4,1433.3,12.36,24,True,435.29,4.4,2025-01,0.304
SHP00983,2025-07-04,South,Road,465.7,1905.6,30.49,24,False,522.26,2.93,2025-07,0.274
SHP00984,2025-03-23,North,Road,330.5,187.7,18.38,24,True,305.62,3.78,2025-03,1.628
SHP00985,2025-04-21,East,Road,545.8,774.1,27.19,24,False,508.75,3.93,2025-04,0.657
SHP00986,2025-10-29,South,Road,855.7,152.4,27.68,24,False,907.21,4.0,2025-10,5.953
SHP00987,2025-08-06,Central,Air,757.5,117.9,7.95,14,True,3474.52,4.3,2025-08,29.47
SHP00988,2025-02-02,North,Road,1154.0,55.8,42.28,24,False,1128.07,2.73,2025-02,20.216
SHP00989,2025-02-25,Central,Road,388.0,781.2,22.66,24,True,442.1,3.37,2025-02,0.566
SHP00990,2025-03-08,East,Rail,1642.5,246.2,34.78,30,False,808.25,3.09,2025-03,3.283
SHP00991,2025-05-19,East,Road,88.3,132.9,5.18,24,True,82.15,4.96,2025-05,0.618
SHP00992,2025-10-05,Central,Road,561.2,1108.9,30.44,24,False,545.6,3.52,2025-10,0.492
SHP00993,2025-10-05,East,Sea,1297.5,259.5,77.6,50,False,366.32,1.91,2025-10,1.412
SHP00994,2025-02-20,Central,Road,436.0,572.3,21.29,24,True,375.91,4.7,2025-02,0.657
SHP00995,2025-04-06,North,Air,2493.7,120.6,8.1,14,True,11906.88,3.8,2025-04,98.73
SHP00996,2025-12-20,East,Road,391.3,983.2,12.46,24,True,328.12,5.0,2025-12,0.334
SHP00997,2025-03-08,Central,Road,900.3,192.3,26.09,24,False,772.06,2.43,2025-03,4.015
SHP00998,2025-09-05,South,Road,366.7,314.7,28.11,24,False,364.1,3.65,2025-09,1.157
SHP00999,2025-08-08,East,Air,2453.4,174.4,17.15,14,False,9977.97,3.48,2025-08,57.213
SHP01000,2025-08-06,North,Road,452.0,103.7,11.59,24,True,406.17,5.0,2025-08,3.917
SHP01001,2025-10-04,West,Road,304.0,459.0,13.52,24,True,305.15,4.24,2025-10,0.665
SHP01002,2025-09-19,Central,Sea,324.6,503.3,60.56,50,False,93.44,3.43,2025-09,0.186
SHP01003,2025-09-27,East,Road,475.4,793.6,17.56,24,True,507.98,4.46,2025-09,0.64
SHP01004,2025-05-05,South,Air,365.9,815.1,12.24,14,True,1739.54,4.11,2025-05,2.134
SHP01005,2025-10-07,East,Air,2181.1,629.9,11.92,14,True,10023.31,4.0,2025-10,15.913
SHP01006,2025-03-07,Central,Road,429.4,971.5,20.0,24,True,396.91,3.65,2025-03,0.409
SHP01007,2025-02-05,North,Road,474.4,155.1,25.41,24,False,392.05,2.41,2025-02,2.528
SHP01008,2025-05-13,West,Road,288.9,915.3,15.21,24,True,268.2,4.09,2025-05,0.293
SHP01009,2025-03-02,West,Rail,547.6,1470.4,15.43,30,True,305.2,4.46,2025-03,0.208
SHP01010,2025-03-21,South,Road,208.4,1340.8,6.15,24,True,232.65,5.0,2025-03,0.174
SHP01011,2025-08-14,North,Road,408.4,281.1,24.17,24,False,433.36,3.77,2025-08,1.542
SHP01012,2025-06-07,North,Road,812.9,503.7,24.97,24,False,722.58,4.04,2025-06,1.435
SHP01013,2025-06-21,South,Road,467.4,916.3,20.73,24,True,462.76,3.83,2025-06,0.505
SHP01014,2025-09-02,North,Road,196.2,603.6,11.54,24,True,198.65,4.07,2025-09,0.329
SHP01015,2025-08-11,East,Sea,1114.5,1633.2,56.0,50,False,319.85,2.53,2025-08,0.196
SHP01016,2025-12-16,Central,Road,316.8,212.1,31.19,24,False,311.63,3.32,2025-12,1.469
SHP01017,2025-01-08,West,Road,872.1,181.2,29.43,24,False,828.3,4.3,2025-01,4.571
SHP01018,2025-09-16,North,Road,136.3,1035.1,11.45,24,True,162.17,4.92,2025-09,0.157
SHP01019,2025-03-23,North,Rail,790.8,2330.2,26.78,30,True,514.1,3.52,2025-03,0.221
SHP01020,2025-11-03,North,Rail,1463.7,63.2,38.63,30,False,882.79,2.98,2025-11,13.968
SHP01021,2025-09-22,West,Sea,398.4,169.9,30.89,50,True,107.97,3.87,2025-09,0.635
SHP01022,2025-03-25,Central,Road,213.3,199.2,17.95,24,True,190.23,4.15,2025-03,0.955
SHP01023,2025-11-13,East,Air,2798.1,179.4,17.64,14,False,12803.96,3.61,2025-11,71.371
SHP01024,2025-02-03,North,Road,289.5,506.5,21.48,24,True,239.32,3.91,2025-02,0.472
SHP01025,2025-06-30,South,Rail,1163.1,1301.1,29.29,30,True,641.9,3.59,2025-06,0.493
SHP01026,2025-06-12,West,Rail,1059.8,301.3,29.62,30,True,569.0,3.43,2025-06,1.888
SHP01027,2025-08-08,West,Road,418.8,107.4,15.85,24,True,437.48,3.56,2025-08,4.073
SHP01028,2025-04-16,Central,Rail,447.6,556.6,14.96,30,True,251.84,4.76,2025-04,0.452
SHP01029,2025-12-28,West,Air,2548.7,247.9,6.25,14,True,11241.85,5.0,2025-12,45.348
SHP01030,2025-03-31,Central,Air,2020.4,217.6,14.58,14,False,9673.74,3.65,2025-03,44.457
SHP01031,2025-03-26,Central,Rail,368.5,215.4,17.83,30,True,182.98,4.34,2025-03,0.849
SHP01032,2025-04-05,Central,Air,3044.1,2005.2,9.29,14,True,12392.39,3.75,2025-04,6.18
SHP01033,2025-06-14,West,Sea,904.5,864.7,73.35,50,False,206.47,2.98,2025-06,0.239
SHP01034,2025-10-12,South,Rail,758.9,1652.7,25.76,30,True,495.74,4.71,2025-10,0.3
SHP01035,2025-05-31,Central,Road,293.6,245.1,13.42,24,True,278.13,4.05,2025-05,1.135
SHP01036,2025-05-09,South,Road,389.6,545.0,9.76,24,True,363.98,5.0,2025-05,0.668
SHP01037,2025-01-29,South,Road,177.5,222.8,20.44,24,True,170.59,3.4,2025-01,0.766
SHP01038,2025-07-26,South,Road,150.0,772.6,9.56,24,True,159.73,4.7,2025-07,0.207
SHP01039,2025-07-15,South,Road,893.0,120.0,25.59,24,False,777.7,3.43,2025-07,6.481
SHP01040,2025-03-01,North,Road,252.4,1008.4,10.0,24,True,249.08,3.95,2025-03,0.247
SHP01041,2025-01-30,Central,Sea,710.0,682.4,91.8,50,False,173.38,1.97,2025-01,0.254
SHP01042,2025-03-02,Central,Road,170.3,694.1,11.51,24,True,171.77,4.65,2025-03,0.247
SHP01043,2025-03-14,South,Road,527.2,159.5,23.9,24,True,516.23,3.08,2025-03,3.237
SHP01044,2025-08-05,Central,Road,442.5,498.1,20.33,24,True,350.61,3.9,2025-08,0.704
SHP01045,2025-05-03,North,Air,1696.9,457.6,6.14,14,True,8187.18,4.7,2025-05,17.892
SHP01046,2025-05-01,Central,Sea,376.4,298.5,59.38,50,False,118.56,4.25,2025-05,0.397
SHP01047,2025-04-17,South,Rail,1003.4,1447.1,20.74,30,True,646.35,4.26,2025-04,0.447
SHP01048,2025-12-13,Central,Road,270.0,365.6,21.97,24,True,198.27,4.2,2025-12,0.542
SHP01049,2025-08-08,Central,Air,611.8,338.4,4.55,14,True,2615.18,5.0,2025-08,7.728
SHP01050,2025-03-11,West,Road,545.9,648.0,25.27,24,False,460.28,3.78,2025-03,0.71
SHP01051,2025-01-03,South,Road,655.4,262.3,20.26,24,True,526.11,4.68,2025-01,2.006
SHP01052,2025-09-28,North,Rail,995.4,606.5,24.57,30,True,533.12,4.02,2025-09,0.879
SHP01053,2025-05-17,North,Sea,594.6,686.8,26.64,50,True,181.86,4.47,2025-05,0.265
SHP01054,2025-10-04,North,Rail,849.9,511.6,16.18,30,True,504.85,5.0,2025-10,0.987
SHP01055,2025-05-19,Central,Road,259.7,1320.8,26.6,24,False,293.56,3.23,2025-05,0.222
SHP01056,2025-11-04,South,Road,297.8,182.8,15.93,24,True,317.03,4.14,2025-11,1.734
SHP01057,2025-06-19,East,Road,871.4,135.6,24.87,24,False,765.15,3.17,2025-06,5.643
SHP01058,2025-10-04,Central,Rail,817.7,294.5,22.6,30,True,435.43,4.58,2025-10,1.479
SHP01059,2025-08-29,South,Road,275.1,1212.5,14.51,24,True,286.76,4.5,2025-08,0.237
SHP01060,2025-12-14,Central,Rail,302.8,982.2,13.35,30,True,187.63,4.52,2025-12,0.191
SHP01061,2025-07-08,Central,Road,551.1,656.2,28.27,24,False,529.32,3.3,2025-07,0.807
SHP01062,2025-02-04,East,Road,317.8,703.2,12.86,24,True,345.65,4.2,2025-02,0.492
SHP01063,2025-02-16,East,Air,1731.6,669.4,7.79,14,True,7445.94,4.62,2025-02,11.123
SHP01064,2025-03-20,West,Road,190.6,590.0,6.19,24,True,185.87,5.0,2025-03,0.315
SHP01065,2025-09-05,North,Road,1426.3,238.4,29.91,24,False,1192.97,3.66,2025-09,5.004
SHP01066,2025-04-02,West,Road,181.0,489.1,13.49,24,True,178.69,5.0,2025-04,0.365
SHP01067,2025-11-21,West,Sea,1636.3,219.3,85.95,50,False,485.28,1.96,2025-11,2.213
SHP01068,2025-06-21,North,Road,382.7,1186.2,12.18,24,True,373.9,4.82,2025-06,0.315
