shipment_id,order_date,origin_city,destination_city,carrier,distance_km,weight_kg,delivery_time_days,shipping_cost_inr,status,cost_per_km,order_month,is_delayed,distance_km_minmax,weight_kg_minmax,shipping_cost_inr_minmax,delivery_time_days_minmax,distance_km_zscore,weight_kg_zscore,shipping_cost_inr_zscore,delivery_time_days_zscore
SHP10589,2024-06-02,Hyderabad,Kolkata,Delhivery,821.72,24.7,3.56,4642.2,Delivered,5.65,6,0,0.5612,0.6144,0.6144,0.504,0.5737,0.8917,0.8239,0.7103
SHP10172,2024-09-02,Hyderabad,Ahmedabad,Blue Dart,275.28,18.03,0.5,1421.84,In Transit,5.17,9,0,0.1811,0.4464,0.1759,0.0,-1.2698,0.2279,-1.3063,-1.5293
SHP10563,2024-03-04,Pune,Delhi,FedEx,598.12,15.1,1.81,3693.6,Delivered,6.18,3,0,0.4057,0.3726,0.4852,0.2158,-0.1807,-0.0637,0.1964,-0.5706
SHP10103,2024-10-06,Bengaluru,Mumbai,Delhivery,279.56,34.47,0.5,1856.73,Delivered,6.64,10,0,0.1841,0.8604,0.2351,0.0,-1.2554,1.864,-1.0186,-1.5293
SHP10766,2024-06-14,Chennai,Ahmedabad,Delhivery,543.84,8.87,2.44,2159.61,Delivered,3.97,6,0,0.3679,0.2158,0.2763,0.3195,-0.3638,-0.6837,-0.8183,-0.1095
SHP10455,2024-05-13,Chennai,Delhi,Delhivery,1177.86,6.01,5.03,6100.6,Returned,5.18,5,1,0.809,0.1438,0.813,0.7461,1.7752,-0.9684,1.7886,1.7861
SHP10371,2024-03-10,Ahmedabad,Chennai,Delhivery,1224.63,5.99,5.3,4966.86,Delivered,4.06,3,0,0.8415,0.1433,0.6586,0.7906,1.9329,-0.9703,1.0387,1.9838
SHP10045,2024-06-17,Ahmedabad,Kolkata,DHL,758.58,13.575,4.1,4661.42,Delivered,6.14,6,0,0.5173,0.3342,0.617,0.593,0.3607,-0.2155,0.8366,1.1055
SHP10433,2024-04-19,Mumbai,Nagpur,DHL,325.19,17.84,0.91,1477.52,Delivered,4.54,4,0,0.2158,0.4416,0.1834,0.0675,-1.1014,0.209,-1.2695,-1.2293
SHP10942,2024-04-17,Kolkata,Ahmedabad,DHL,577.79,22.44,1.74,3691.18,Delayed,6.39,4,1,0.3915,0.5575,0.4849,0.2042,-0.2492,0.6668,0.1948,-0.6218
SHP10432,2024-05-28,Jaipur,Kolkata,Blue Dart,985.73,9.07,3.47,4643.88,Delivered,4.71,5,0,0.6753,0.2208,0.6147,0.4892,1.127,-0.6638,0.825,0.6444
SHP10613,2024-05-21,Pune,Delhi,DHL,290.88,40.01625,1.78,1717.83,In Transit,5.91,5,0,0.1919,1.0,0.2162,0.2108,-1.2172,2.4159,-1.1105,-0.5925
SHP10736,2024-08-16,Kolkata,Chennai,UPS,834.78,40.01625,4.01,5699.29,In Transit,6.83,8,0,0.5703,1.0,0.7584,0.5781,0.6177,2.4159,1.5232,1.0396
SHP10011,2024-04-02,Hyderabad,Nagpur,FedEx,721.32,8.09,2.36,3460.84,Delivered,4.8,4,0,0.4914,0.1961,0.4535,0.3064,0.235,-0.7614,0.0425,-0.168
SHP10214,2024-01-19,Chennai,Nagpur,FedEx,796.82,10.83,3.4,3798.98,Delivered,4.77,1,0,0.5439,0.2651,0.4996,0.4777,0.4897,-0.4887,0.2661,0.5932
SHP10344,2024-04-17,Ahmedabad,Bengaluru,UPS,335.87,20.32,1.08,2349.94,Cancelled,7.0,4,0,0.2232,0.5041,0.3023,0.0955,-1.0654,0.4558,-0.6924,-1.1048
SHP10711,2024-12-30,Pune,Delhi,FedEx,687.2,13.575,1.25,3162.46,Delivered,4.6,12,0,0.4677,0.3342,0.4129,0.1235,0.1199,-0.2155,-0.1549,-0.9804
SHP10731,2024-09-30,Chennai,Bengaluru,FedEx,387.41,21.25,1.37,2097.78,Returned,5.41,9,1,0.2591,0.5275,0.2679,0.1433,-0.8915,0.5483,-0.8592,-0.8926
SHP10147,2024-06-15,Kolkata,Jaipur,Blue Dart,1104.93,10.41,4.93,5883.96,Delivered,5.33,6,0,0.7583,0.2546,0.7835,0.7297,1.5291,-0.5305,1.6453,1.713
SHP10299,2024-03-04,Ahmedabad,Pune,DHL,1000.78,4.53,3.68,3300.9300000000003,Delivered,3.3,3,0,0.6858,0.1065,0.4318,0.5238,1.1778,-1.1156,-0.0633,0.7981
SHP10283,2024-05-31,Nagpur,Jaipur,FedEx,495.11,28.23,2.54,2799.95,Delivered,5.66,5,0,0.334,0.7032,0.3635,0.336,-0.5282,1.243,-0.3947,-0.0363
SHP10757,2024-08-20,Hyderabad,Bengaluru,DHL,1017.32,21.03,2.545,5849.43,In Transit,5.75,8,0,0.6973,0.522,0.7788,0.3368,1.2336,0.5264,1.6225,-0.0326
SHP10412,2024-08-21,Pune,Chennai,FedEx,774.58,6.5,0.88,2853.1,Delivered,3.68,8,0,0.5284,0.1561,0.3708,0.0626,0.4146,-0.9196,-0.3595,-1.2512
SHP10639,2024-01-23,Bengaluru,Hyderabad,UPS,578.6,5.0,0.7,3520.02,Delivered,6.08,1,0,0.3921,0.1183,0.4616,0.0329,-0.2465,-1.0689,0.0816,-1.383
SHP10807,2024-08-03,Jaipur,Bengaluru,Delhivery,788.26,13.575,2.545,4878.81,Delivered,6.19,8,0,0.538,0.3342,0.6466,0.3368,0.4608,-0.2155,0.9804,-0.0326
SHP10981,2024-08-13,Hyderabad,Pune,FedEx,1072.14,20.45,4.55,4923.43,In Transit,4.59,8,0,0.7355,0.5073,0.6527,0.6671,1.4185,0.4687,1.0099,1.4348
SHP10701,2024-05-10,Pune,Chennai,Delhivery,1071.19,3.38,4.25,5317.61,Delivered,4.96,5,0,0.7348,0.0776,0.7064,0.6177,1.4153,-1.2301,1.2707,1.2153
SHP10747,2024-05-27,Ahmedabad,Jaipur,FedEx,330.64,1.84,1.25,1223.38,Cancelled,3.7,5,0,0.2196,0.0388,0.1488,0.1235,-1.083,-1.3834,-1.4376,-0.9804
SHP10173,2024-12-20,Bengaluru,Hyderabad,FedEx,721.05,40.01625,2.545,5105.23,Delivered,7.08,12,0,0.4912,1.0,0.6775,0.3368,0.2341,2.4159,1.1302,-0.0326
SHP10567,2024-11-27,Jaipur,Nagpur,DHL,767.94,18.69,2.36,4637.91,Returned,6.04,11,1,0.5238,0.463,0.6138,0.3064,0.3922,0.2936,0.8211,-0.168
SHP10571,2024-05-12,Ahmedabad,Pune,Delhivery,931.4,13.24,4.88,3620.41,Delivered,3.89,5,0,0.6375,0.3258,0.4753,0.7214,0.9437,-0.2488,0.148,1.6764
SHP10226,2024-03-11,Mumbai,Nagpur,Blue Dart,263.93,37.27,1.02,1912.41,Delivered,7.25,3,0,0.1732,0.9309,0.2427,0.0856,-1.3081,2.1426,-0.9818,-1.1487
SHP10305,2024-10-26,Mumbai,Jaipur,Blue Dart,511.24,1.57,2.78,1966.21,Delayed,3.85,10,1,0.3452,0.032,0.25,0.3755,-0.4738,-1.4102,-0.9462,0.1394
SHP10031,2024-03-14,Delhi,Hyderabad,Delhivery,549.66,31.77,3.38,3381.71,In Transit,6.15,3,0,0.372,0.7924,0.4428,0.4744,-0.3441,1.5953,-0.0099,0.5785
SHP10682,2024-10-21,Kolkata,Jaipur,Delhivery,925.44,12.32,4.3,5390.49,Delayed,5.82,10,1,0.6334,0.3026,0.7163,0.6259,0.9236,-0.3404,1.3189,1.2519
SHP10835,2024-09-13,Jaipur,Ahmedabad,DHL,1042.68,15.35,3.64,6490.62,In Transit,6.22,9,0,0.715,0.3789,0.8662,0.5172,1.3191,-0.0388,2.0466,0.7688
SHP10604,2024-07-22,Ahmedabad,Jaipur,Delhivery,1128.48,12.65,3.72,5205.29,Returned,4.61,7,1,0.7747,0.311,0.6911,0.5304,1.6086,-0.3075,1.1964,0.8274
SHP10285,2024-06-20,Ahmedabad,Delhi,DHL,540.67,13.575,1.63,2191.14,Delivered,4.05,6,0,0.3657,0.3342,0.2806,0.1861,-0.3745,-0.2155,-0.7974,-0.7023
SHP10484,2024-09-17,Bengaluru,Nagpur,Blue Dart,547.85,21.29,1.34,2594.63,Delayed,4.74,9,1,0.3707,0.5285,0.3356,0.1384,-0.3502,0.5523,-0.5305,-0.9145
SHP10495,2024-11-08,Nagpur,Hyderabad,Blue Dart,461.5,10.66,2.07,2596.08,Delivered,5.63,11,0,0.3106,0.2609,0.3358,0.2586,-0.6416,-0.5056,-0.5296,-0.3803
SHP10928,2024-03-14,Ahmedabad,Hyderabad,UPS,497.72,40.01625,3.18,3160.96,In Transit,6.35,3,0,0.3358,1.0,0.4127,0.4414,-0.5194,2.4159,-0.1559,0.4321
SHP10678,2024-06-23,Nagpur,Delhi,FedEx,575.52,18.4,1.8,2851.27,Delivered,4.95,6,0,0.39,0.4557,0.3705,0.2141,-0.2569,0.2647,-0.3608,-0.5779
SHP10116,2024-05-03,Nagpur,Kolkata,DHL,651.14,40.01625,2.06,3300.9300000000003,Delivered,5.07,5,0,0.4426,1.0,0.4318,0.2569,-0.0018,2.4159,-0.0633,-0.3876
SHP10796,2024-02-27,Jaipur,Ahmedabad,FedEx,958.28,4.89,3.47,5167.55,In Transit,5.39,2,0,0.6562,0.1156,0.686,0.4892,1.0344,-1.0798,1.1714,0.6444
SHP10634,2024-08-14,Kolkata,Bengaluru,FedEx,952.19,8.26,2.65,5590.98,Delivered,5.87,8,0,0.652,0.2004,0.7436,0.3541,1.0138,-0.7444,1.4515,0.0442
SHP10361,2024-12-10,Delhi,Ahmedabad,UPS,402.1,22.2,1.44,3300.9300000000003,Delivered,8.21,12,0,0.2693,0.5514,0.4318,0.1548,-0.8419,0.6429,-0.0633,-0.8414
SHP10095,2024-02-27,Delhi,Jaipur,UPS,999.59,38.61,2.85,4534.79,Delivered,4.54,2,0,0.685,0.9646,0.5998,0.3871,1.1737,2.276,0.7529,0.1906
SHP10261,2024-04-06,Delhi,Chennai,UPS,360.87,31.15,2.41,2528.85,Delayed,7.01,4,1,0.2406,0.7768,0.3266,0.3146,-0.981,1.5336,-0.574,-0.1314
SHP10874,2024-04-03,Ahmedabad,Kolkata,UPS,725.22,13.575,2.32,4420.82,Delivered,6.1,4,0,0.4941,0.3342,0.5843,0.2998,0.2481,-0.2155,0.6775,-0.1973
SHP10512,2024-03-30,Hyderabad,Delhi,FedEx,978.55,7.12,3.64,5146.68,Delivered,5.26,3,0,0.6703,0.1717,0.6831,0.5172,1.1028,-0.8579,1.1576,0.7688
SHP10684,2024-09-12,Delhi,Ahmedabad,UPS,858.8,11.9,3.37,5138.33,Returned,5.98,9,1,0.587,0.2921,0.682,0.4727,0.6988,-0.3822,1.1521,0.5712
SHP10179,2024-06-18,Pune,Mumbai,Delhivery,334.43,11.9,0.5,1952.94,Delayed,5.84,6,1,0.2222,0.2921,0.2482,0.0,-1.0702,-0.3822,-0.955,-1.5293
SHP10102,2024-09-24,Bengaluru,Chennai,DHL,632.22,13.575,2.53,2500.43,In Transit,3.95,9,0,0.4294,0.3342,0.3227,0.3344,-0.0656,-0.2155,-0.5928,-0.0436
SHP10062,2024-05-23,Nagpur,Mumbai,Delhivery,144.32,19.7,0.5,1236.98,In Transit,8.57,5,0,0.09,0.4885,0.1507,0.0,-1.7116,0.3941,-1.4286,-1.5293
SHP10204,2024-11-17,Hyderabad,Jaipur,DHL,1452.3899999999999,13.575,3.27,3300.9300000000003,Delivered,2.27,11,0,1.0,0.3342,0.4318,0.4562,2.7013,-0.2155,-0.0633,0.498
SHP10906,2024-04-06,Bengaluru,Kolkata,Delhivery,802.71,2.45,4.25,3202.4,Delivered,3.99,4,0,0.548,0.0541,0.4183,0.6177,0.5095,-1.3226,-0.1285,1.2153
SHP10697,2024-02-22,Mumbai,Nagpur,Delhivery,686.37,2.34,2.37,2718.7,Delivered,3.96,2,0,0.4671,0.0514,0.3525,0.308,0.1171,-1.3336,-0.4484,-0.1607
SHP10184,2024-09-20,Ahmedabad,Nagpur,Blue Dart,732.14,13.26,3.59,4612.43,In Transit,6.3,9,0,0.4989,0.3263,0.6104,0.509,0.2715,-0.2468,0.8042,0.7322
SHP10799,2024-09-26,Bengaluru,Mumbai,Delhivery,836.47,13.29,2.75,4048.48,Delivered,4.84,9,0,0.5715,0.3271,0.5336,0.3706,0.6234,-0.2439,0.4312,0.1174
SHP10745,2024-09-03,Chennai,Jaipur,DHL,694.25,9.94,2.21,3460.69,Delivered,4.98,9,0,0.4726,0.2427,0.4535,0.2817,0.1436,-0.5772,0.0424,-0.2778
SHP10091,2024-10-31,Chennai,Kolkata,FedEx,527.48,13.74,1.43,3013.96,Delivered,5.71,10,0,0.3565,0.3384,0.3927,0.1532,-0.419,-0.1991,-0.2531,-0.8487
SHP10957,2024-07-05,Chennai,Ahmedabad,FedEx,219.87,40.01625,0.5,1638.82,Delivered,7.45,7,0,0.1425,1.0,0.2054,0.0,-1.4567,2.4159,-1.1628,-1.5293
SHP10719,2024-03-05,Mumbai,Chennai,FedEx,763.92,30.66,4.09,3343.63,Cancelled,4.38,3,0,0.521,0.7644,0.4376,0.5913,0.3787,1.4848,-0.0351,1.0982
SHP10551,2024-02-09,Ahmedabad,Delhi,Delhivery,473.22,12.56,1.89,2863.95,Delivered,6.05,2,0,0.3188,0.3087,0.3723,0.2289,-0.602,-0.3165,-0.3524,-0.512
SHP10625,2024-09-29,Ahmedabad,Chennai,Blue Dart,850.95,0.4,4.73,4254.72,Delayed,5.0,9,1,0.5816,0.0025,0.5617,0.6967,0.6723,-1.5267,0.5676,1.5666
SHP10741,2024-12-01,Mumbai,Kolkata,Delhivery,285.42,11.66,0.5,1952.03,In Transit,6.84,12,0,0.1881,0.286,0.2481,0.0,-1.2356,-0.4061,-0.9556,-1.5293
SHP10411,2024-03-25,Jaipur,Nagpur,Blue Dart,533.79,13.575,2.04,3349.81,Delivered,6.28,3,0,0.3609,0.3342,0.4384,0.2537,-0.3977,-0.2155,-0.031,-0.4022
SHP10346,2024-12-20,Jaipur,Chennai,UPS,43.27,14.72,0.5,529.53,Delivered,12.24,12,0,0.0197,0.3631,0.0543,0.0,-2.0525,-0.1015,-1.8965,-1.5293
SHP10493,2024-05-05,Pune,Nagpur,Blue Dart,849.89,19.3,2.5,5150.94,Delivered,6.06,5,0,0.5808,0.4784,0.6837,0.3294,0.6687,0.3543,1.1604,-0.0655
SHP10827,2024-05-21,Bengaluru,Chennai,DHL,443.9,7.2,2.26,2518.44,Delivered,5.67,5,0,0.2984,0.1737,0.3252,0.2899,-0.7009,-0.8499,-0.5809,-0.2412
SHP10029,2024-10-13,Bengaluru,Ahmedabad,Blue Dart,729.12,13.88,2.66,3806.63,Delivered,5.22,10,0,0.4968,0.3419,0.5006,0.3558,0.2613,-0.1851,0.2712,0.0516
SHP10054,2024-09-20,Chennai,Kolkata,Delhivery,541.47,5.78,0.6,2390.86,Delivered,4.42,9,0,0.3663,0.138,0.3078,0.0165,-0.3718,-0.9912,-0.6653,-1.4561
SHP10721,2024-10-19,Pune,Hyderabad,UPS,227.19,20.64,1.26,1648.56,Delivered,7.26,10,0,0.1476,0.5121,0.2067,0.1252,-1.432,0.4876,-1.1563,-0.9731
SHP10039,2024-01-16,Bengaluru,Chennai,DHL,781.89,19.51,0.82,4733.44,Delayed,6.05,1,1,0.5335,0.4837,0.6269,0.0527,0.4393,0.3752,0.8843,-1.2951
SHP10157,2024-01-02,Chennai,Bengaluru,UPS,409.03,19.87,0.91,2721.17,Delayed,6.65,1,1,0.2741,0.4927,0.3528,0.0675,-0.8186,0.411,-0.4468,-1.2293
SHP10805,2024-03-21,Bengaluru,Nagpur,Delhivery,1033.33,3.36,4.45,3300.9300000000003,Delivered,3.19,3,0,0.7085,0.077,0.4318,0.6506,1.2876,-1.2321,-0.0633,1.3616
SHP10146,2024-08-11,Jaipur,Bengaluru,Delhivery,15.0,4.15,0.5,130.49,In Transit,8.7,8,0,0.0,0.0969,0.0,0.0,-2.1479,-1.1535,-2.1605,-1.5293
SHP10221,2024-06-19,Kolkata,Pune,DHL,91.25,5.43,0.5,476.72,Delivered,5.22,6,0,0.053,0.1292,0.0472,0.0,-1.8906,-1.0261,-1.9315,-1.5293
SHP10901,2024-12-25,Mumbai,Chennai,Delhivery,1137.5,15.39,4.05,6089.12,Delayed,5.35,12,1,0.7809,0.3799,0.8115,0.5847,1.639,-0.0349,1.781,1.0689
SHP10784,2024-01-02,Hyderabad,Nagpur,UPS,820.37,1.4,3.05,3330.47,Delivered,4.06,1,0,0.5603,0.0277,0.4358,0.42,0.5691,-1.4271,-0.0438,0.337
SHP10765,2024-07-26,Kolkata,Chennai,UPS,851.07,22.72,4.93,4577.68,Delivered,5.38,7,0,0.5817,0.5645,0.6056,0.7297,0.6727,0.6946,0.7812,1.713
SHP10932,2024-11-03,Kolkata,Delhi,UPS,451.68,24.39,3.9,2652.51,Delayed,5.87,11,1,0.3038,0.6066,0.3435,0.56,-0.6747,0.8608,-0.4922,0.9591
SHP10394,2024-04-01,Pune,Delhi,Delhivery,423.31,13.92,1.43,2208.88,Delivered,5.22,4,0,0.2841,0.3429,0.283,0.1532,-0.7704,-0.1812,-0.7857,-0.8487
SHP10052,2024-06-01,Hyderabad,Pune,UPS,181.71,10.49,1.52,1005.23,Delivered,5.53,6,0,0.116,0.2566,0.1191,0.168,-1.5855,-0.5225,-1.5819,-0.7828
SHP10632,2024-04-24,Jaipur,Nagpur,DHL,620.05,40.01625,2.31,3967.91,Delivered,6.4,4,0,0.4209,1.0,0.5226,0.2981,-0.1067,2.4159,0.3779,-0.2046
SHP10730,2024-12-15,Chennai,Kolkata,Delhivery,661.95,10.47,2.23,2895.03,Delayed,4.37,12,1,0.4501,0.2561,0.3765,0.2849,0.0347,-0.5245,-0.3318,-0.2632
SHP10359,2024-10-02,Hyderabad,Chennai,Blue Dart,405.75,15.25,2.03,2267.96,Delivered,5.59,10,0,0.2718,0.3764,0.2911,0.252,-0.8296,-0.0488,-0.7466,-0.4095
SHP10594,2024-05-21,Bengaluru,Ahmedabad,FedEx,338.9,18.96,1.07,2322.18,Delayed,6.85,5,1,0.2253,0.4698,0.2985,0.0939,-1.0552,0.3204,-0.7107,-1.1122
SHP10402,2024-11-18,Chennai,Jaipur,UPS,336.68,7.91,1.57,1576.82,Cancelled,4.68,11,0,0.2238,0.1916,0.197,0.1762,-1.0627,-0.7793,-1.2038,-0.7462
SHP10782,2024-04-23,Jaipur,Ahmedabad,Delhivery,701.19,13.575,4.42,4218.94,Cancelled,6.02,4,0,0.4774,0.3342,0.5568,0.6457,0.1671,-0.2155,0.5439,1.3397
SHP10421,2024-12-04,Nagpur,Chennai,FedEx,444.43,8.35,2.83,1731.09,Returned,3.9,12,1,0.2988,0.2027,0.218,0.3838,-0.6991,-0.7355,-1.1017,0.176
SHP10448,2024-08-11,Chennai,Hyderabad,Delhivery,879.6,3.38,2.545,4823.07,In Transit,5.48,8,0,0.6015,0.0776,0.6391,0.3368,0.7689,-1.2301,0.9436,-0.0326
SHP10165,2024-02-28,Nagpur,Ahmedabad,DHL,1127.14,17.59,3.68,6296.24,Delayed,5.59,2,1,0.7737,0.4353,0.8397,0.5238,1.604,0.1841,1.918,0.7981
SHP10284,2024-12-02,Ahmedabad,Delhi,UPS,912.28,5.55,5.38,4294.1,Delivered,4.71,12,0,0.6242,0.1322,0.567,0.8038,0.8792,-1.0141,0.5937,2.0423
SHP10080,2024-02-18,Kolkata,Pune,DHL,653.43,16.07,1.53,2906.18,Delivered,4.45,2,0,0.4442,0.3971,0.378,0.1697,0.0059,0.0328,-0.3244,-0.7755
SHP10227,2024-12-26,Delhi,Hyderabad,Blue Dart,231.9,25.63,0.5,1094.84,In Transit,4.72,12,0,0.1509,0.6378,0.1313,0.0,-1.4161,0.9842,-1.5226,-1.5293
SHP10447,2024-12-04,Kolkata,Delhi,Blue Dart,609.45,22.62,1.57,2628.91,Delayed,4.31,12,1,0.4136,0.562,0.3402,0.1762,-0.1424,0.6847,-0.5078,-0.7462
SHP10353,2024-12-30,Mumbai,Jaipur,Blue Dart,916.8,26.15,2.545,5509.47,In Transit,6.01,12,0,0.6274,0.6509,0.7325,0.3368,0.8944,1.036,1.3976,-0.0326
SHP10310,2024-07-24,Pune,Hyderabad,DHL,308.5,9.27,0.92,1834.68,Delayed,5.95,7,1,0.2042,0.2259,0.2321,0.0692,-1.1577,-0.6439,-1.0332,-1.2219
SHP10934,2024-01-25,Delhi,Kolkata,UPS,686.21,40.01625,2.75,4694.13,Delivered,6.84,1,0,0.467,1.0,0.6215,0.3706,0.1165,2.4159,0.8583,0.1174
SHP10259,2024-11-24,Delhi,Kolkata,Delhivery,901.87,34.32,3.65,5780.92,Cancelled,6.41,11,0,0.617,0.8566,0.7695,0.5188,0.8441,1.849,1.5772,0.7761
SHP10323,2024-12-23,Nagpur,Pune,UPS,857.03,3.61,3.07,3773.7,Delivered,4.4,12,0,0.5858,0.0833,0.4961,0.4233,0.6928,-1.2072,0.2494,0.3516
SHP10009,2024-06-29,Chennai,Kolkata,Blue Dart,620.45,9.42,1.03,2584.8,Cancelled,4.17,6,0,0.4212,0.2296,0.3342,0.0873,-0.1053,-0.629,-0.537,-1.1414
SHP10726,2024-11-21,Mumbai,Chennai,FedEx,1187.22,11.92,4.26,7205.74,Delivered,6.07,11,0,0.8155,0.2926,0.9635,0.6193,1.8067,-0.3802,2.5196,1.2226
SHP10538,2024-04-13,Nagpur,Mumbai,Blue Dart,355.26,5.25,1.39,2081.55,In Transit,5.86,4,0,0.2367,0.1246,0.2657,0.1466,-1.0,-1.044,-0.8699,-0.8779
SHP10030,2024-07-06,Pune,Kolkata,FedEx,738.8,9.85,4.68,3417.21,Delivered,4.63,7,0,0.5036,0.2405,0.4476,0.6885,0.2939,-0.5862,0.0136,1.53
SHP10801,2024-08-25,Chennai,Hyderabad,Blue Dart,15.0,20.48,0.5,464.75,Delivered,30.98,8,0,0.0,0.5081,0.0455,0.0,-2.1479,0.4717,-1.9394,-1.5293
SHP10334,2024-04-18,Mumbai,Jaipur,UPS,475.1,20.82,1.46,2169.0,Delivered,4.57,4,0,0.3201,0.5167,0.2776,0.1581,-0.5957,0.5055,-0.8121,-0.8267
SHP10794,2024-09-01,Delhi,Pune,Blue Dart,582.05,13.45,1.58,2462.03,Delivered,4.23,9,0,0.3945,0.3311,0.3175,0.1779,-0.2349,-0.2279,-0.6182,-0.7389
SHP10974,2024-04-23,Bengaluru,Kolkata,UPS,650.86,19.58,2.09,2692.66,Delivered,4.14,4,0,0.4424,0.4854,0.3489,0.2619,-0.0027,0.3821,-0.4657,-0.3656
SHP10517,2024-04-29,Chennai,Kolkata,UPS,962.71,11.98,4.74,5579.84,Delivered,5.8,4,0,0.6593,0.2941,0.7421,0.6984,1.0493,-0.3742,1.4441,1.5739
SHP10197,2024-09-23,Chennai,Mumbai,DHL,424.35,5.98,1.75,1877.5,Delayed,4.42,9,1,0.2848,0.143,0.2379,0.2059,-0.7669,-0.9713,-1.0049,-0.6145
SHP10392,2024-12-27,Delhi,Mumbai,Blue Dart,135.27,4.93,0.86,639.1,In Transit,4.72,12,0,0.0837,0.1166,0.0693,0.0593,-1.7421,-1.0758,-1.8241,-1.2659
SHP10552,2024-03-16,Kolkata,Hyderabad,DHL,169.32,12.98,0.5,1165.54,Returned,6.88,3,1,0.1074,0.3193,0.141,0.0,-1.6273,-0.2747,-1.4758,-1.5293
SHP10800,2024-09-25,Delhi,Bengaluru,DHL,1261.63,8.6,4.53,6047.99,Delivered,4.79,9,0,0.8673,0.209,0.8059,0.6638,2.0578,-0.7106,1.7538,1.4202
SHP10641,2024-08-26,Jaipur,Hyderabad,Delhivery,943.09,3.59,3.27,3438.55,Delivered,3.65,8,0,0.6457,0.0828,0.4505,0.4562,0.9831,-1.2092,0.0277,0.498
SHP10541,2024-11-29,Bengaluru,Ahmedabad,Blue Dart,706.42,15.51,2.75,2958.52,Delivered,4.19,11,0,0.481,0.383,0.3851,0.3706,0.1847,-0.0229,-0.2898,0.1174
SHP10510,2024-12-11,Delhi,Mumbai,UPS,634.18,13.575,2.545,4436.49,Delivered,7.0,12,0,0.4308,0.3342,0.5864,0.3368,-0.059,-0.2155,0.6878,-0.0326
SHP10122,2024-03-30,Mumbai,Nagpur,DHL,332.52,3.81,1.23,1935.32,Delivered,5.82,3,0,0.2209,0.0884,0.2458,0.1202,-1.0767,-1.1873,-0.9666,-0.9951
SHP10378,2024-09-02,Nagpur,Mumbai,FedEx,839.71,16.46,4.06,5058.81,In Transit,6.02,9,0,0.5738,0.4069,0.6712,0.5864,0.6344,0.0716,1.0995,1.0762
SHP10038,2024-12-19,Nagpur,Ahmedabad,FedEx,588.45,1.5,2.46,2761.5,Delivered,4.69,12,0,0.399,0.0302,0.3583,0.3228,-0.2133,-1.4172,-0.4201,-0.0948
SHP10555,2024-02-24,Chennai,Pune,DHL,385.51,21.03,2.21,2385.54,Delivered,6.19,2,0,0.2578,0.522,0.3071,0.2817,-0.8979,0.5264,-0.6688,-0.2778
SHP10531,2024-01-25,Chennai,Jaipur,FedEx,440.37,23.25,1.9,2881.98,Delivered,6.54,1,0,0.2959,0.5778,0.3747,0.2306,-0.7128,0.7474,-0.3404,-0.5047
SHP10162,2024-05-27,Pune,Bengaluru,FedEx,721.58,37.17,4.02,3853.7,Delivered,5.34,5,0,0.4916,0.9283,0.507,0.5798,0.2358,2.1327,0.3023,1.0469
SHP10067,2024-05-06,Kolkata,Mumbai,DHL,389.29,15.25,0.5,2370.55,Delivered,6.09,5,0,0.2604,0.3764,0.3051,0.0,-0.8852,-0.0488,-0.6787,-1.5293
SHP10124,2024-06-19,Chennai,Delhi,Blue Dart,1047.49,12.88,4.97,3988.2,Delivered,3.81,6,0,0.7183,0.3167,0.5254,0.7363,1.3353,-0.2847,0.3913,1.7422
SHP10004,2024-10-20,Jaipur,Bengaluru,Delhivery,812.95,7.57,3.47,4324.0,Delivered,5.32,10,0,0.5551,0.183,0.5711,0.4892,0.5441,-0.8131,0.6134,0.6444
SHP10691,2024-02-02,Hyderabad,Jaipur,Delhivery,611.37,5.41,2.72,3574.49,In Transit,5.85,2,0,0.4149,0.1287,0.469,0.3657,-0.136,-1.0281,0.1176,0.0955
SHP10705,2024-07-24,Kolkata,Delhi,Blue Dart,15.0,40.01625,1.52,540.66,Delayed,36.04,7,1,0.0,1.0,0.0559,0.168,-2.1479,2.4159,-1.8892,-0.7828
SHP10897,2024-11-23,Delhi,Hyderabad,Blue Dart,642.66,33.6,2.06,3516.89,Delivered,5.47,11,0,0.4367,0.8384,0.4612,0.2569,-0.0304,1.7774,0.0795,-0.3876
SHP10427,2024-02-10,Mumbai,Kolkata,UPS,816.16,12.01,2.545,5025.79,Delayed,6.16,2,1,0.5574,0.2948,0.6667,0.3368,0.5549,-0.3712,1.0777,-0.0326
SHP10943,2024-07-06,Nagpur,Hyderabad,FedEx,495.72,22.04,2.14,3022.28,Delivered,6.1,7,0,0.3344,0.5474,0.3938,0.2701,-0.5261,0.6269,-0.2476,-0.329
SHP10761,2024-03-05,Jaipur,Delhi,FedEx,697.49,25.92,2.62,3195.9,Delivered,4.58,3,0,0.4748,0.6451,0.4175,0.3492,0.1546,1.0131,-0.1328,0.0223
SHP10506,2024-04-04,Mumbai,Nagpur,Delhivery,778.62,27.84,2.545,4343.77,Delivered,5.58,4,0,0.5313,0.6934,0.5738,0.3368,0.4283,1.2042,0.6265,-0.0326
SHP10922,2024-02-29,Chennai,Kolkata,FedEx,930.0,6.2,4.13,4253.79,In Transit,4.57,2,0,0.6366,0.1486,0.5615,0.5979,0.939,-0.9495,0.567,1.1274
